"","SOURCE_IP","EXPORT_TIME","INTERFACE_ID","DESTINATION_IP","SOURCE_PORT","DESTINATION_PORT","PROTOCOL","REQUEST_TIME","LOG_ACTION","Reliability","Risk","Type","Country","Locale","Coords","x","simpletype"
"597","77.72.82.135","2018-03-19","eni-d9305775","10.80.11.80",52582,2552,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"598","77.72.82.135","2018-03-19","eni-e001f15b","10.80.2.149",59237,2557,6,"2018-02-23","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"599","77.72.82.135","2018-03-19","eni-2283e0ca","10.80.1.32",59096,4975,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"600","77.72.82.135","2018-03-19","eni-f46d752b","10.80.7.127",59096,5869,6,"2018-02-23","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"601","77.72.82.135","2018-03-19","eni-4f4c1684","10.80.11.15",52582,2565,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"602","77.72.82.135","2018-03-19","eni-9b81d59a","10.80.0.84",59096,4966,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"603","77.72.82.135","2018-03-19","eni-bd3d2377","10.83.10.96",59237,3240,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"604","77.72.82.135","2018-03-19","eni-69242a68","10.83.2.79",59096,5843,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"605","77.72.82.135","2018-03-19","eni-e001f15b","10.80.2.149",59096,5855,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"606","77.72.82.135","2018-03-19","eni-75e558b2","10.80.6.54",52548,4976,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"607","77.72.82.135","2018-03-19","eni-38cc39e6","10.80.4.143",59237,3253,6,"2018-02-23","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"608","77.72.82.135","2018-03-19","eni-d9305775","10.80.11.80",59096,4962,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"609","77.72.82.135","2018-03-19","eni-6a5ddeb4","10.83.6.235",59237,3260,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"610","77.72.82.135","2018-03-19","eni-00eab5bb","10.83.2.133",59096,5854,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"611","77.72.82.135","2018-03-19","eni-6a5ddeb4","10.83.6.235",59237,2548,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"612","77.72.82.135","2018-03-19","eni-f46d752b","10.80.7.127",59096,4960,6,"2018-02-23","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"613","77.72.82.135","2018-03-19","eni-6aa7c76b","10.80.1.159",59237,3255,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"614","77.72.82.135","2018-03-19","eni-e001f15b","10.80.2.149",59096,4964,6,"2018-02-23","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"615","77.72.82.135","2018-03-19","eni-494f5de4","10.80.11.216",59096,4960,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"616","77.72.82.135","2018-03-19","eni-dd7ab728","10.83.11.120",52548,5863,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"617","77.72.82.135","2018-03-19","eni-dd7ab728","10.83.11.120",59237,2567,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"618","77.72.82.135","2018-03-19","eni-d9305775","10.80.11.80",59237,2565,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"619","77.72.82.135","2018-03-19","eni-e001f15b","10.80.2.149",59237,2542,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"620","77.72.82.57","2018-03-19","eni-17281bda","10.83.8.12",47663,7946,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"621","77.72.82.57","2018-03-19","eni-00eab5bb","10.83.2.133",47663,7955,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"622","77.72.82.57","2018-03-19","eni-75e558b2","10.80.6.54",47653,9942,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"623","77.72.82.57","2018-03-19","eni-75e558b2","10.80.6.54",47653,8953,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"624","77.72.82.57","2018-03-19","eni-494f5de4","10.80.11.216",47653,1968,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"625","77.72.82.57","2018-03-19","eni-4f4c1684","10.80.11.15",47653,9943,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"626","77.72.82.57","2018-03-19","eni-28fb6c93","10.83.1.30",47653,9948,6,"2018-02-23","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"627","77.72.82.57","2018-03-19","eni-75e558b2","10.80.6.54",47663,8946,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"628","77.72.82.57","2018-03-19","eni-69242a68","10.83.2.79",47663,8949,6,"2018-02-23","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"629","77.72.82.57","2018-03-19","eni-f534ea00","10.80.10.223",47653,8956,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"630","77.72.82.57","2018-03-19","eni-17281bda","10.83.8.12",47653,9944,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"631","77.72.82.57","2018-03-19","eni-c5db9b07","10.80.6.147",47663,7958,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"632","77.72.82.57","2018-03-19","eni-746177b9","10.80.9.242",47663,7939,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"633","77.72.82.57","2018-03-19","eni-6a5ddeb4","10.83.6.235",47663,8945,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"634","77.72.82.57","2018-03-19","eni-38cc39e6","10.80.4.143",47663,8951,6,"2018-02-23","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"635","77.72.82.57","2018-03-19","eni-746177b9","10.80.9.242",47663,7951,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"636","77.72.82.57","2018-03-19","eni-9815cf73","10.80.1.227",47653,1965,6,"2018-02-23","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"637","77.72.82.57","2018-03-19","eni-dd7ab728","10.83.11.120",47653,1969,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"638","77.72.82.57","2018-03-19","eni-d9305775","10.80.11.80",47653,9940,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"639","77.72.82.7","2018-03-19","eni-75e558b2","10.80.6.54",54221,5555,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"640","77.72.82.7","2018-03-19","eni-dd7ab728","10.83.11.120",54221,7071,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"641","77.72.82.7","2018-03-19","eni-75e558b2","10.80.6.54",54221,5517,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"642","77.72.82.7","2018-03-19","eni-dd7ab728","10.83.11.120",54221,3371,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"643","77.72.82.80","2018-03-19","eni-c5db9b07","10.80.6.147",52331,7885,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"644","77.72.82.80","2018-03-19","eni-17281bda","10.83.8.12",52331,7823,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"645","77.72.82.80","2018-03-19","eni-dd7ab728","10.83.11.120",52331,7886,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"646","77.72.82.80","2018-03-19","eni-f534ea00","10.80.10.223",52331,7805,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"647","77.72.82.80","2018-03-19","eni-746177b9","10.80.9.242",52331,7810,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"648","77.72.82.80","2018-03-19","eni-dd7ab728","10.83.11.120",52331,7856,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"649","77.72.82.80","2018-03-19","eni-75e558b2","10.80.6.54",52331,7841,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"650","77.72.82.80","2018-03-19","eni-e0a7ef5b","10.83.0.184",52331,7823,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"651","77.72.82.80","2018-03-19","eni-bd3d2377","10.83.10.96",52331,7808,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"652","77.72.82.80","2018-03-19","eni-f46d752b","10.80.7.127",52331,7837,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"653","77.72.82.80","2018-03-19","eni-4f4c1684","10.80.11.15",52331,7831,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"654","77.72.82.80","2018-03-19","eni-746177b9","10.80.9.242",52331,7836,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"655","77.72.82.80","2018-03-19","eni-9815cf73","10.80.1.227",52331,7871,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"656","77.72.82.92","2018-03-19","eni-00eab5bb","10.83.2.133",52539,11530,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"657","77.72.82.92","2018-03-19","eni-e001f15b","10.80.2.149",52539,11507,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"658","77.72.82.92","2018-03-19","eni-38cc39e6","10.80.4.143",52539,11579,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"659","77.72.82.92","2018-03-19","eni-00eab5bb","10.83.2.133",52539,11599,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"660","77.72.82.93","2018-03-19","eni-f534ea00","10.80.10.223",45114,4258,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"661","77.72.82.93","2018-03-19","eni-6a5ddeb4","10.83.6.235",45114,4252,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"662","77.72.82.96","2018-03-19","eni-75e558b2","10.80.6.54",52795,9212,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"663","77.72.82.96","2018-03-19","eni-e1fff024","10.83.5.39",58620,8057,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"664","77.72.82.96","2018-03-19","eni-e001f15b","10.80.2.149",58486,6964,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"665","77.72.82.96","2018-03-19","eni-75e558b2","10.80.6.54",52740,7084,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"666","77.72.82.96","2018-03-19","eni-00eab5bb","10.83.2.133",58620,8047,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"667","77.72.82.96","2018-03-19","eni-4f4c1684","10.80.11.15",58486,7092,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"668","77.72.82.96","2018-03-19","eni-f23e6202","10.80.9.246",52740,6964,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"669","77.72.82.96","2018-03-19","eni-4f4c1684","10.80.11.15",52740,7091,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"670","77.72.82.96","2018-03-19","eni-bd3d2377","10.83.10.96",58620,8047,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"671","77.72.82.96","2018-03-19","eni-c5db9b07","10.80.6.147",58486,6949,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"672","77.72.82.96","2018-03-19","eni-6a5ddeb4","10.83.6.235",58620,9204,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"673","77.72.82.96","2018-03-19","eni-dd7ab728","10.83.11.120",58620,8068,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"674","77.72.82.96","2018-03-19","eni-9b81d59a","10.80.0.84",58620,8053,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"675","77.72.82.96","2018-03-19","eni-746177b9","10.80.9.242",58486,6950,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"676","77.72.82.96","2018-03-19","eni-f534ea00","10.80.10.223",58486,7108,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"677","77.72.82.96","2018-03-19","eni-f534ea00","10.80.10.223",58486,6957,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"678","77.72.82.96","2018-03-19","eni-00eab5bb","10.83.2.133",58486,6950,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"679","77.72.82.96","2018-03-19","eni-00eab5bb","10.83.2.133",58620,9224,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"680","77.72.82.96","2018-03-19","eni-c45cbc7f","10.80.2.202",58620,8069,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"681","77.72.82.96","2018-03-19","eni-69242a68","10.83.2.79",58620,8063,6,"2018-02-23","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"682","77.72.82.96","2018-03-19","eni-00eab5bb","10.83.2.133",58486,6955,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"683","77.72.82.96","2018-03-19","eni-494f5de4","10.80.11.216",58620,8057,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"684","77.72.82.98","2018-03-19","eni-494f5de4","10.80.11.216",42023,8390,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"685","77.72.82.98","2018-03-19","eni-75e558b2","10.80.6.54",42023,4456,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"686","77.72.82.98","2018-03-19","eni-dd7ab728","10.83.11.120",42023,9494,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"687","77.72.82.98","2018-03-19","eni-9815cf73","10.80.1.227",42023,5570,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"688","77.72.82.98","2018-03-19","eni-e1fff024","10.83.5.39",42023,8882,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"689","77.72.82.98","2018-03-19","eni-3387459c","10.80.8.218",42023,1012,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"690","77.72.82.98","2018-03-19","eni-4f4c1684","10.80.11.15",42023,8484,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"691","77.72.82.98","2018-03-19","eni-9b81d59a","10.80.0.84",42023,8390,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"692","77.72.82.98","2018-03-19","eni-9b81d59a","10.80.0.84",42023,6688,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"693","77.72.82.98","2018-03-19","eni-f46d752b","10.80.7.127",42023,4469,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"694","78.186.163.148","2018-03-19","eni-6aa7c76b","10.80.1.159",52290,1433,6,"2018-02-24","REJECT",4,2,"Malicious Host","TR","Aydin","37.8450012207,27.8395996094","3","Malicious Host"
"695","78.186.177.193","2018-03-19","eni-746177b9","10.80.9.242",59256,23,6,"2018-02-24","REJECT",4,2,"Malicious Host","TR","Bursa","40.1916999817,29.0611000061","3","Malicious Host"
"696","80.14.72.121","2018-03-19","eni-d9305775","10.80.11.80",11176,23,6,"2018-02-24","REJECT",4,3,"Malicious Host","FR","","48.8582000732,2.33870005608","3","Malicious Host"
"697","80.211.10.186","2018-03-19","eni-4f4c1684","10.80.11.15",44229,22,6,"2018-02-24","REJECT",4,2,"Malicious Host","IT","Arezzo","43.4995002747,11.910900116","3","Malicious Host"
"698","80.82.77.139","2018-03-19","eni-38cc39e6","10.80.4.143",63335,5432,6,"2018-02-24","REJECT",4,2,"Malicious Host","SC","","-4.58330011368,55.6666984558","3","Malicious Host"
"699","80.82.77.139","2018-03-19","eni-f534ea00","10.80.10.223",36877,17000,6,"2018-02-24","REJECT",4,2,"Malicious Host","SC","","-4.58330011368,55.6666984558","3","Malicious Host"
"700","80.82.77.139","2018-03-19","eni-6aa7c76b","10.80.1.159",49717,11,6,"2018-02-24","REJECT",4,2,"Malicious Host","SC","","-4.58330011368,55.6666984558","3","Malicious Host"
"701","80.82.77.33","2018-03-19","eni-bd3d2377","10.83.10.96",6440,5672,6,"2018-02-24","REJECT",4,2,"Malicious Host","SC","","-4.58330011368,55.6666984558","3","Malicious Host"
"702","80.82.77.33","2018-03-19","eni-dd7ab728","10.83.11.120",41481,2081,6,"2018-02-24","REJECT",4,2,"Malicious Host","SC","","-4.58330011368,55.6666984558","3","Malicious Host"
"703","80.82.77.33","2018-03-19","eni-6a5ddeb4","10.83.6.235",58022,23424,6,"2018-02-24","REJECT",4,2,"Malicious Host","SC","","-4.58330011368,55.6666984558","3","Malicious Host"
"704","80.82.77.33","2018-03-19","eni-f28fe32d","10.83.7.191",58022,8008,6,"2018-02-24","REJECT",4,2,"Malicious Host","SC","","-4.58330011368,55.6666984558","3","Malicious Host"
"705","83.209.247.143","2018-03-19","eni-f46d752b","10.80.7.127",48313,23,6,"2018-02-24","REJECT",4,2,"Malicious Host","SE","Sollentuna","59.4667015076,17.8999996185","3","Malicious Host"
"706","85.105.197.166","2018-03-19","eni-f534ea00","10.80.10.223",61122,23,6,"2018-02-24","REJECT",4,2,"Malicious Host","TR","Bandirma","40.2784996033,28.0741996765","3","Malicious Host"
"707","85.105.251.214","2018-03-19","eni-4f4c1684","10.80.11.15",21450,2323,6,"2018-02-24","REJECT",4,2,"Malicious Host","TR","Sirnak","37.5228004456,42.459400177","3","Malicious Host"
"708","85.93.20.243","2018-03-19","eni-dd7ab728","10.83.11.120",51294,7782,6,"2018-02-24","REJECT",4,2,"Malicious Host","PL","Gdansk","54.3608016968,18.6583003998","3","Malicious Host"
"709","87.251.248.56","2018-03-19","eni-38cc39e6","10.80.4.143",6104,23,6,"2018-02-24","REJECT",4,2,"Malicious Host","PL","Kornik","52.2285003662,17.1079998016","3","Malicious Host"
"710","88.225.157.155","2018-03-19","eni-38cc39e6","10.80.4.143",36524,23,6,"2018-02-24","REJECT",4,2,"Malicious Host","TR","","41.0214004517,28.9948005676","3","Malicious Host"
"711","88.248.192.43","2018-03-19","eni-f46d752b","10.80.7.127",43066,23,6,"2018-02-24","REJECT",4,2,"Malicious Host","TR","Usak","38.5698013306,29.4064006805","3","Malicious Host"
"712","89.24.173.14","2018-03-19","eni-69242a68","10.83.2.79",59626,81,6,"2018-02-24","REJECT",4,2,"Malicious Host","CZ","","50.0848007202,14.4111995697","3","Malicious Host"
"713","89.248.167.131","2018-03-19","eni-6aa7c76b","10.80.1.159",13944,1991,6,"2018-02-23","REJECT",4,2,"Malicious Host","SC","","-4.58330011368,55.6666984558","3","Malicious Host"
"714","89.248.167.131","2018-03-19","eni-746177b9","10.80.9.242",58022,83,6,"2018-02-24","REJECT",4,2,"Malicious Host","SC","","-4.58330011368,55.6666984558","3","Malicious Host"
"715","89.248.168.14","2018-03-19","eni-e1fff024","10.83.5.39",65535,58545,6,"2018-02-23","ACCEPT",4,2,"Malicious Host","SC","","-4.58330011368,55.6666984558","3","Malicious Host"
"716","89.248.168.14","2018-03-19","eni-f534ea00","10.80.10.223",65535,38081,6,"2018-02-24","REJECT",4,2,"Malicious Host","SC","","-4.58330011368,55.6666984558","3","Malicious Host"
"717","89.248.168.14","2018-03-19","eni-00eab5bb","10.83.2.133",65535,58545,6,"2018-02-24","REJECT",4,2,"Malicious Host","SC","","-4.58330011368,55.6666984558","3","Malicious Host"
"718","89.248.168.14","2018-03-19","eni-bd3d2377","10.83.10.96",65535,19343,6,"2018-02-24","REJECT",4,2,"Malicious Host","SC","","-4.58330011368,55.6666984558","3","Malicious Host"
"719","89.248.168.14","2018-03-19","eni-746177b9","10.80.9.242",65535,29873,6,"2018-02-24","REJECT",4,2,"Malicious Host","SC","","-4.58330011368,55.6666984558","3","Malicious Host"
"720","89.248.168.14","2018-03-19","eni-9db8fb9d","10.80.1.208",65535,58545,6,"2018-02-24","REJECT",4,2,"Malicious Host","SC","","-4.58330011368,55.6666984558","3","Malicious Host"
"721","89.248.168.14","2018-03-19","eni-6a5ddeb4","10.83.6.235",65534,8545,6,"2018-02-24","REJECT",4,2,"Malicious Host","SC","","-4.58330011368,55.6666984558","3","Malicious Host"
"722","89.248.168.14","2018-03-19","eni-6aa7c76b","10.80.1.159",65535,19343,6,"2018-02-24","REJECT",4,2,"Malicious Host","SC","","-4.58330011368,55.6666984558","3","Malicious Host"
"723","89.248.168.14","2018-03-19","eni-59aba7aa","10.83.9.105",65534,8545,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","SC","","-4.58330011368,55.6666984558","3","Malicious Host"
"724","89.248.168.14","2018-03-19","eni-9db8fb9d","10.80.1.208",65535,29873,6,"2018-02-24","REJECT",4,2,"Malicious Host","SC","","-4.58330011368,55.6666984558","3","Malicious Host"
"725","89.248.168.14","2018-03-19","eni-6aa7c76b","10.80.1.159",65534,8545,6,"2018-02-23","REJECT",4,2,"Malicious Host","SC","","-4.58330011368,55.6666984558","3","Malicious Host"
"726","89.248.172.16","2018-03-19","eni-40460d8d","10.83.8.171",58022,2086,6,"2018-02-24","REJECT",4,3,"Malicious Host","SC","","-4.58330011368,55.6666984558","3","Malicious Host"
"727","92.63.197.12","2018-03-19","eni-2283e0ca","10.80.1.32",54621,50079,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","RU","","55.7386016846,37.6068000793","3","Malicious Host"
"728","92.63.197.12","2018-03-19","eni-9815cf73","10.80.1.227",54621,50272,6,"2018-02-24","REJECT",4,2,"Malicious Host","RU","","55.7386016846,37.6068000793","3","Malicious Host"
"729","92.63.197.12","2018-03-19","eni-28fb6c93","10.83.1.30",54621,50032,6,"2018-02-24","REJECT",4,2,"Malicious Host","RU","","55.7386016846,37.6068000793","3","Malicious Host"
"730","93.174.95.106","2018-03-19","eni-9db8fb9d","10.80.1.208",3082,1911,6,"2018-02-24","REJECT",4,3,"Malicious Host","SC","","-4.58330011368,55.6666984558","3","Malicious Host"
"731","93.174.95.106","2018-03-19","eni-f28fe32d","10.83.7.191",58022,5555,6,"2018-02-24","REJECT",4,3,"Malicious Host","SC","","-4.58330011368,55.6666984558","3","Malicious Host"
